data_id,period,event_type_code,event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities
CON1989701,2018 July,4,Headquarters or base established,Police Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Urozgan,Tarinkot,0,Tarinkot,32.6268,65.8733,1,BBC Monitoring; Afghanistan Television,National-International,"Afghan security forces established the City Garrison in Tarin Kot City, capital of Urozgan Province, to enforce the law in the city. Reported on July 4.",0
