data_id,period,event_type_code,event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities
CON1989582,2018 June,5,Non-violent transfer of territory,Taliban,0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Farah,Pur Chaman,0,Pur Chaman,33.1422,63.8612,2,BBC Monitoring; Radio Bost,National-International,"The Taliban claimed on June 3 to have captured Pur Chaman District, Farah Province, after the security forces (including police chief) surrendered without any resistence.",0
