data_id,period,event_type_code,event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities
CON1990566,2018 March,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Balkh,Dawlat Abad,0,Dawlat Abad,36.9882,66.8207,2,Pajhwok Afghan News English; BBC Monitoring; National Afghanistan TV,National,"As reported on March 18th, a total of 69 Taliban militants were killed, and 62 villages were cleared and retaken, by recent Afghan security operations in the Khwaja Sabz Posh, Shirin Tagab, and Dawlat Abad districts of Faryab. Security forces were also able to reopen the Maimana-Mazar-i-Sharif highway. The operation is ongoing and titled Navid-8. Fatalities split over three events.",23
CON1990569,2018 March,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Faryab,Pashtun Kot,0,Yakah Tut,35.6273,64.8366,1,Pajhwok Afghan News English,National,"On March 22nd, a total of at least 8 Taliban militants were killed, and 7 arrested, during coordinated Afghan military air and ground raids on Taliban positions in the villages of Yakah Tut and Sang-e Zard of the Sar-e Howz area of Pashtun Kot, Faryab. As a result, the villages were taken from Taliban control. Some 100 Afghan commandos and 200 uprising forces have been besieged by the Taliban in the Sar-e Howz area of the district for some time, and this operation was an attempt to relieve them. Fatalities split over two events.",4
CON1990570,2018 March,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Faryab,Pashtun Kot,0,Sang-e Zard,35.6273,64.8366,1,Pajhwok Afghan News English,National,"On March 22nd, a total of at least 8 Taliban militants were killed, and 7 arrested, during coordinated Afghan military air and ground raids on Taliban positions in the villages of Yakah Tut and Sang-e Zard of the Sar-e Howz area of Pashtun Kot, Faryab. As a result, the villages were taken from Taliban control. Some 100 Afghan commandos and 200 uprising forces have been besieged by the Taliban in the Sar-e Howz area of the district for some time, and this operation was an attempt to relieve them. Fatalities split over two events.",4
CON1990598,2018 March,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Ghazni,Khugiani,0,Khugiani,33.56,68.3,2,Khaama Press; Bakhtar News Agency,Subnational-National,"On March 31st, at least 4 Islamic State militants were killed, and 2 injured, during coordinated air and ground raids by Afghan military forces in Khugiani district of Ghazni province. 20 villages were cleared and recaptured during the operation.",4
CON1990592,2018 April,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Sar-e Pol,Sar-e Pol,0,Sar-e Pol,36.2154,65.9325,2,BBC Monitoring; Afghan Islamic Press news agency,National,"On April 3rd, 20 Taliban militants were killed during Afghan security operations that saw the re-capture of the Jira Qala and Khan Takhta localities of Sar-e Pol district, which were considered Taliban ""military centres"".",20
CON1990614,2018 April,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Kapisa,Nijrab,0,Nijrab,34.9789,69.5724,2,Pajhwok Afghan News English,National,"On April 11th, 6 Taliban militants and 1 Afghan Army soldier were killed, and 4 Taliban and 5 soldiers injured, during military clearing operations in Nijrab district of Kapisa. At the end of the operation, 12 villages of the district were recaptured by government forces.",7
CON1990616,2018 April,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),Police Forces of Afghanistan (2004-) National Directorate of Security,Taliban,0,2,12,Southern Asia,Afghanistan,Ghazni,Khwaja Umari,0,Khwaja Umari,33.6881,68.4019,2,Khaama Press,National,"On April 12th, at least 38 Taliban militants were killed, and 30 injured, during coordinated air and ground operations by Afghan military forces in Khwaja Umari district of Ghazni. The operation was in response to a coordinated Taliban attack a day earlier which saw the militants take control of the district. Government forces regained control of the district following this operation.",38
CON1990624,2018 April,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Paktia,Dand Wa Patan,0,Dand Wa Patan,33.7917,69.9094,2,Khaama Press,Subnational,"As reported on April 17th, 12 Taliban militants were killed during a recent operation in Dand Wa Patan district of Paktia which saw the recapture of the Tongi Sar, Top Sar, and Koch Haram areas and the blocking of the Taliban supply route through Pakistan's Kurram Agency.",12
CON1990656,2018 May,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Takhar,Ishkamish,0,Darah-ye Kalan,36.3212,69.3898,1,BBC Monitoring; Afghan Islamic Press news agency,National,"As reported on May 2nd, Afghan security forces have taken back the strategically important Darah-ye Kalan area of Ishkamish district, Takhar, which had been controlled by Taliban. Unknown casualties reported.",0
CON1989566,2018 May,1,Battle-Government regains territory,Taliban,0,Police Forces of Afghanistan (2004-) Afghan Local Police,0,1,12,Southern Asia,Afghanistan,Paktika,Sar Hawza,0,Sar Hawza,33.118,69.0156,1,BBC Monitoring; Voice of Jihad,National,"Taliban sources reported that on May 7th, 5 Afghan Local Police were killed, and several injuried, during a Taliban attack on their post in Sar Hawza village of Paktika. The post was allegedly captured.",5
CON1990675,2018 May,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Faryab,Bilchiragh,0,Bilchiragh,35.8403,65.2309,2,Pasbanan,National,"On May 10th, Afghan security forces recaptured Bilchiragh district, after its district centre came fully under Taliban control the day before. According to the Ministry of Defense, 22 militants were killed in the recapture operation.",22
CON1989553,2018 May,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Baghlan,Tala wa Barfak,0,Tala wa Barfak,35.2793,68.3789,2,Pajhwok Afghan News English; BBC Monitoring; Afghan Islamic Press news agency,National,"Beginning on May 17th, and into May 18th, Afghan security forces launched an operation to retake Tala wa Barfak district, in Baghlan province, from the Taliban, which was successful by the second day (18th). A total of least 42 militants were killed, and 32 injured, while 3 security personnel were also injured during those two days. 45 fatalities split across two events.",22
CON1989557,2018 May,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Kunduz,Qalay i Zal,0,Aq Tapa,36.97,68.57,1,BBC Monitoring; Afghan Islamic Press news agency,National,"As reported on May 20th, Afghan security forces recaptured the main market town of Aq Tapa in Qalay i Zal district of Kunduz, after it fell to Taliban a week before. No casualties reported.",0
CON1989585,2018 June,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Takhar,Dashti Qala,0,Dashti Qala,37.2216,69.4975,2,BBC Monitoring; Negah TV; Noor TV; National Afghanistan TV,National-International,"Security officials reported that 40 Taliban militants were killed (coded across 2 events) in recent army operations in Khwaja Waha Buddin and Dashti Qala Districts, Takhar Province, as reported on June 5. An additional ~40-60 were reported wounded in Dashti Qala District, where the government claimed to have cleared all villages of militants.",20
CON1989708,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-) Special Forces,NATO: North Atlantic Treaty Organization; Military Forces of United States,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Dih Bala,0,Gorgori,34.1995,70.8585,2,Pajhwok Afghan News English,National,"Joint Afghan and NATO forces claimed on July 8 to have recaptured the Gorgori area of Dih Bala District, Nangarhar Province, the unofficial capital of the Islamic State, after two months of fighting. Casualties unknown.",0
CON1989709,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Balkh,Balkh,0,Balkh,36.7564,66.8972,3,Bakhtar News Agency; Xinhua General News Service,National-International,"Afghan military forces continued operations against the Taliban in Chimtal, Fayzabad, and Chahar Bolak Districts, Balkh Province for the second day on July 8. 14 militants were killed (coded across 3 events), including several key commanders, and 8 militants were wounded. Security forces also discovered and defused 2 mines. The military claimed to have cleared 20 villages of the militants.",4
CON1989710,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Balkh,Charbolak,0,Charbolak,36.7598,66.7227,2,Bakhtar News Agency; Xinhua General News Service,National-International,"Afghan military forces continued operations against the Taliban in Chimtal, Fayzabad, and Chahar Bolak Districts, Balkh Province for the second day on July 8. 14 militants were killed (coded across 3 events), including several key commanders, and 8 militants were wounded. Security forces also discovered and defused 2 mines. The military claimed to have cleared 20 villages of the militants.",5
CON1989711,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Balkh,Chimtal,0,Chimtal,36.6782,66.8033,2,Bakhtar News Agency; Xinhua General News Service,National-International,"Afghan military forces continued operations against the Taliban in Chimtal, Fayzabad, and Chahar Bolak Districts, Balkh Province for the second day on July 8. 14 militants were killed (coded across 3 events), including several key commanders, and 8 militants were wounded. Security forces also discovered and defused 2 mines. The military claimed to have cleared 20 villages of the militants.",5
CON1989712,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Jowzjan,Fayzabad,0,Fayzabad,36.8236,66.4577,2,BBC Monitoring; Afghan Islamic Press,National-International,"Afghan military forces conducted operations against the Taliban and recaptured parts of Fayzabad District, Jowzjan Province on July 8 after it had fallen to the militants a few days before (coded as a separate event). 34 militants were killed during the operation.",34
CON1989717,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),Police Forces of Afghanistan (2004-); Police Forces of Afghanistan (2004-) Afghan Local Police; Police Forces of Afghanistan (2004-) Special Forces; Police Forces of Afghanistan (2004-) National Directorate of Security,Taliban,0,2,12,Southern Asia,Afghanistan,Kabul,Surobi,0,Surobi,34.5897,69.7625,2,Khaama Press,National,"ANA, special police forces, border police, ALP, and NDS forces launched joint operations against the Taliban in the Lata Band area of Surobi District, Kabul Province, as reported on July 9. Several villages were reported as cleared by the 9th. Casualties unknown.",0
CON1989721,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),Police Forces of Afghanistan (2004-),Taliban,0,2,12,Southern Asia,Afghanistan,Nangarhar,Bati Kot,0,Bati Kot,34.2435,70.7285,3,Bakhtar News Agency,National,"Afghan military forces launched clearing operations along the Jalalabad-Torkham Highway (Bati Kot District coded as midpoint), as reported on July 10. Dozens of villages were cleared, and dozens of militants were killed and wounded (coded as half of 12).",6
CON1989767,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Kunduz,Chardara,0,Chardara,36.691,68.7965,2,Xinhua General News Service; Bakhtar News Agency,National-International,"Afghan police forces conducted clearing operations against the Taliban in Chardara District, Kunduz Province, on July 20. 8 Taliban were killed, 6 were wounded, and several villages were cleared of militant presence.",8
CON1989773,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Kunduz,Chardara,0,Chardara,36.691,68.7965,2,Bakhtar News Agency,National,"Afghan military forces conducted operations against the Taliban in Chardara District, Kunduz Province on July 21. 28 militants were killed, 14 wounded, and 18 villages were cleared of militant presence.",28
CON1989779,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Helmand,Nahri Saraj,0,Dagian,31.812,64.6155,2,Pajhwok Afghan News English; Khaama Press,National,"Afghan military forces carried out clearing operations against the Taliban in the Dagian and Syedan areas of Nahri Saraj District, Helmand Province, on July 23rd. 7 Taliban were killed (coded across 2 events) and 3 others wounded. Some weapons and drugs were seized, and up to 5km were cleared of militant presence.",3
CON1989782,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Helmand,Nahri Saraj,0,Saidan,31.8246,64.6367,2,Pajhwok Afghan News English; Khaama Press,National,"Afghan military forces carried out clearing operations against the Taliban in the Dagian and Syedan areas of Nahri Saraj District, Helmand Province, on July 23rd. 7 Taliban were killed (coded across 2 events) and 3 others wounded. Some weapons and drugs were seized, and up to 5km were cleared of militant presence.",4
CON1989783,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-) Special Forces,NATO: North Atlantic Treaty Organization; Military Forces of United States,Taliban,0,2,12,Southern Asia,Afghanistan,Kapisa,Tagab,0,Tagab,34.855,69.6492,2,Khaama Press; Pajhwok Afghan News English; Associated Press International; Bakhtar News Agency; Khaama Press,National-International,"Ground and air operations by joint Afghan and US NATO forces targeted Taliban members in the Gadakhail village and/or Badarab area of Tagab District, Kapisa Province, on July 23 and continuing into July 24. 14-17 militants, including 2 senior Taliban leaders, were killed (coded across 2 events), 4 were wounded, and 2 were arrested. By the end, the government declared 6 villages free of militant presence.",7
CON1989784,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Helmand,Garmsir,0,Garmsir,31.1167,64.2,2,Pajhwok Afghan News English,National,"Afghan police forces clashed with Taliban militants in Garmsir District, Helmand Province, as reported on July 24. 3 militants were killed and 2 others wounded; 3 hideouts were also destroyed. The government declared some areas were freed of militant presence.",3
CON1989786,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),NATO: North Atlantic Treaty Organization; Military Forces of United States,Taliban,0,2,12,Southern Asia,Afghanistan,Kapisa,Tagab,0,Tagab,34.855,69.6492,2,Khaama Press; Pajhwok Afghan News English; Associated Press International; Bakhtar News Agency; Khaama Press; The Bureau of Investigative Journalism,National-International,"Ground and air operations by joint Afghan and US NATO forces targeted Taliban members in the Gadakhail village and/or Badarab area of Tagab District, Kapisa Province, on July 23 and continuing into July 24. 14-17 militants, including 2 senior Taliban leaders, were killed (coded across 2 events), 4 were wounded, and 2 were arrested. By the end, the government declared 6 villages free of militant presence.",7
CON1989788,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Nangarhar,Bati Kot,0,Bati Kot,34.2435,70.7285,2,BBC Monitoring; Tolo News TV,National,"Afghan military forces freed Bati Kot District, Nangarhar Province, from Taliban control, as reported on July 24. Besides the headquarters, they also cleared Chahar Deh village of Taliban militants. Over 200 Taliban fighters were reportedly killed or wounded in the clashes.",0
CON1989790,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Nangarhar,Bati Kot,0,Chahar Deh,34.3196,70.7712,1,BBC Monitoring; Tolo News TV,National,"Afghan military forces freed Bati Kot District, Nangarhar Province, from Taliban control, as reported on July 24. Besides the headquarters, they also cleared Chahar Deh village of Taliban militants. Over 200 Taliban fighters were reportedly killed or wounded in the clashes.",0
CON1989794,2018 July,1,Battle-Government regains territory,Police Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Paktika,Omna,0,Omna,32.9003,68.7963,2,Pajhwok Afghan News English,National,"Afghan security forces recaptured Omna District, Paktika Province from the Taliban on July 25 after the militants overran it a day earlier. 8-28 Taliban, including commanders, were killed and the rest were wounded; 3 policemen were killed (11 total fatalities coded).",11
CON1989795,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Balkh,Charbolak,0,Charbolak,36.7598,66.7227,2,BBC Monitoring; Noor TV,Subnational,"Afghan military forces cleared six villages of the Taliban in Dawlat Abad and Charbolak Districts, Balkh Province on July 25. Casualties unknown.",0
CON1989796,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Balkh,Dawlat Abad,0,Dawlat Abad,36.9882,66.8207,2,BBC Monitoring; Noor TV,Subnational,"Afghan military forces cleared six villages of the Taliban in Dawlat Abad and Charbolak Districts, Balkh Province on July 25. Casualties unknown.",0
CON1989799,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Urozgan,Tarinkot,0,Tarinkot,32.6268,65.8733,1,BBC Monitoring; Paiwastoon Ghag,National,Afghan military forces killed 3 Taliban militants in ground operations in Tarinkot city on the night of July 27.,3
CON1989802,2018 July,1,Battle-Government regains territory,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Herat,Shindand,0,Shindand,33.3029,62.1474,2,BBC Monitoring; Herat TV,Subnational,"Afghan military forces and Taliban fighters clashed in Shindand District, Herat Province, as reported on July 27. 5 Taliban were killed, while 7 Taliban and 2 security personnel were wounded.",5
CON1989803,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Takhar,Khwaja Ghar,0,Khwaja Ghar,37.0659,69.4213,2,BBC Monitoring; Afghan Islamic Press,National,"Afghan security forces regained control of the center of Khwaja Ghar District, Takhar Province on July 28, a day after it fell to the Taliban, No casualties reported.",0
CON1989814,2018 July,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Laghman,Qarghayi,0,Lalkhanabad,34.547,70.2444,2,Bakhtar News Agency,National,"Afghan military forces conducted operations in Qarghayi District, Laghman Province, along the Kabul-Jalalabad Highway, as reported on July 29. 6 Taliban were killed and dozens of villages were cleared of militants.",6
CON1989815,2018 July,1,Battle-Government regains territory,Police Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Logar,Mohammad Agha,0,Mohammad Agha,34.2118,69.0999,2,Bakhtar News Agency,National,"Afghan security forces conducted air and ground operations against the Taliban in Mohammad Agha District, Logar Province, on the night of July 29. 7 militants were killed (coded across 2 events) and several villages were cleared of insurgents. Residents of the Zarghun Shahr area reported that 7 civilians, including children, were killed and 2 were wounded, but officials did not confirm this.",4
CON1989816,2018 July,1,Battle-Government regains territory,Police Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Logar,Mohammad Agha,0,Zarghun Shahr,34.1203,69.1393,2,Bakhtar News Agency,National,"Afghan security forces conducted air and ground operations against the Taliban in Mohammad Agha District, Logar Province, on the night of July 29. 7 militants were killed (coded across 2 events) and some villages were cleared of insurgents. Residents of the Zarghun Shahr area reported that 7 civilians, including children, were killed and 2 were wounded, but officials did not confirm this.",3
CON1989822,2018 July,1,Battle-Government regains territory,Police Forces of Afghanistan (2004-),Military Forces of Afghanistan (2004-); Militia (Pro-Government),Taliban,0,2,12,Southern Asia,Afghanistan,Takhar,Namak Ab,0,Deh-e Mursalan,36.5156,69.6362,1,Bakhtar News Agency,National,"Joint police, army, and uprising forces staged clearing operations in Baladeh, Deh-e Mursalan, and other parts of Namak Ab District, Takhar Province, as reported on July 31. 6 militants were killed (coded across 2 events) and tens of others injured. Officials reported the district was cleared of insurgents.",3
CON1989823,2018 July,1,Battle-Government regains territory,Police Forces of Afghanistan (2004-),Military Forces of Afghanistan (2004-); Militia (Pro-Government),Taliban,0,2,12,Southern Asia,Afghanistan,Takhar,Namak Ab,0,Namak Ab,36.5033,69.652,2,Bakhtar News Agency,National,"Joint police, army, and uprising forces staged clearing operations in Baladeh, Deh-e Mursalan, and other parts of Namak Ab District, Takhar Province, as reported on July 31. 6 militants were killed (coded across 2 events) and tens of others injured. Officials reported the district was cleared of insurgents.",3
CON1989824,2018 August,1,Battle-Government regains territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Takhar,Khwaja Ghar,0,Khwaja Ghar,37.0659,69.4213,2,Afghan Ministry of Defense,National,"Afghan military forces conducted air and ground raids against suspected Taliban militants in Khwaja Ghar District, Takhar Province over 24 hours, as reported on Aug 2. 1 militant was killed, 4 were injured, and 1 was arrested. The area was cleared of militants.",1
