data_id,period,event_type_code,event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities
CON1990480,2018 January,8,Strategic development,Taliban and/or Islamic State (Afghanistan),0,Government of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Kapisa,Mahmud Raqi,0,Mahmud-e-Raqi,35.0164,69.3445,3,BBC Monitoring; Paiwastoon Ghag,National,"Agreement: More than 50 Taliban and/or Islamic State militants renounced violence and joined the peace process in Kapisa Province, as reported on January 23, 2018.",0
CON1990481,2018 January,8,Strategic development,Taliban,0,0,0,0,20,Southern Asia,Afghanistan,Kunduz,Archi,0,Archi,37.0704,69.2984,2,Xinhua General News Service,International,"Detonation: 1 Taliban militant was killed and 2 others wounded in an accidental premature detonation while they were transporting an IED in Archi District, Kunduz Province, on the morning of January 24, 2018.",1
CON1990484,2018 January,8,Strategic development,Police Forces of Afghanistan (2004-),Police Forces of Afghanistan (2004-) National Directorate of Security,0,0,0,10,Southern Asia,Afghanistan,Parwan,Bagram,0,Bagram,34.9669,69.265,2,Bakhtar News Agency,National,"Weapons Seizure: Afghan joint police and NDS forces discovered and confiscated a ""huge"" amount of ammunition and explosive materials in Bagram District, Parwan Province, as reported on January 25, 2018. The weapons included rocket launchers, rocket bullets, mortar shells, mines, and explosive materials. The forces destroyed some of the explosives in controlled detonations.",0
CON1360457,2018 January,8,Strategic development,Protesters (Pakistan),Refugees/IDPs (Pakistan),0,0,0,60,Southern Asia,Afghanistan,Khost,Gurbuz,0,Sekhamir Kalay,33.2874,69.9128,2,BBC Monitoring; Sharq TV,Subnational-national,"Hundreds of refugees from the Waziristan area of Pakistan stage a protest in Golan Camp (near Sekhamir Kalay) in Gurbuz District, Khost Province in support of Pashtuns, criticizing the Pakistani government for its treatment of the group, on January 26, 2018.",0
CON1990491,2018 January,8,Strategic development,Taliban,0,Civilians (Afghanistan),0,7,27,Southern Asia,Afghanistan,Ghazni,Muqur,0,Muqur,32.8201,67.7693,2,BBC Monitoring; Shamshad TV,Subnational-national,"Non-Violent Activity: Reported on January 29, 2018, that the Taliban were forcing local residents of Muqur Districts, Ghazni Province, to leave their homes so that the militants could try to dig a gold mine. The Taliban rejected these reports.",0
CON1990492,2018 January,8,Strategic development,Police Forces of Afghanistan (2004-) National Directorate of Security,0,0,0,0,10,Southern Asia,Afghanistan,Kabul,Kabul,0,Kabul,34.5167,69.1833,1,Khaama Press; TOLONews,Subnational-national,"Weapons Seizure: NDS officials reported the discovery and confiscation of a large weapons cache, including weapons and explosives, reportedly belonging to IS militants in the Qalah-ye Wahid area of Kabul City in a raid on January 30, 2018. A husband and wife had rented the house two weeks prior. Officials report that it was used as a safehouse in the run-up to the January 29 IS attack on a military academy in Kabul (coded as a separate event).",0
CON1990498,2018 February,8,Strategic development,Military Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Helmand,Nahri Saraj,0,Girishk,31.8209,64.57,2,Bakhtar News Agency,National,"Defusal: On February 3rd, Afghan security forces defused 6 landmines found in the outskirts of Nahri Saraj district.",0
CON1990500,2018 February,8,Strategic development,Police Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Urozgan,Tarinkot,0,Tarinkot,32.6268,65.8733,1,Pajhwok Afghan News English,National,"Weapons Seizure: On February 4th, police forces seized and destroyed an explosive-laden Humvee, and arrested its Taliban drivers, in Tarinkot city, Urozgan province. Its alleged target was the Sar-Murdah checkpost in the city.",0
CON1990502,2018 February,8,Strategic development,Military Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Helmand,Lashkargah,0,Lashkargah,31.5938,64.3716,3,Khaama Press,Subnational,"Defusal: On February 5th, Afghan security forces discovered and defused 27 IED's across Helmand province during Maiwand-11 operations.",0
CON1990505,2018 February,8,Strategic development,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Badghis,Qala i Naw,0,Qala i Naw,34.9874,63.1289,3,BBC Monitoring; Noor TV,National,"Non-Violent Activity: On February 5th, 15 Afghan security personel who were being held captive by Taliban forces in Badghis province managed to escape.",0
CON1990501,2018 February,8,Strategic development,Military Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Kabul,Kabul,0,Kabul,34.5167,69.1833,1,Pajhwok Afghan News English,National,"Weapons Seizure: On February 5th, security forces seized a vehicle laden with 2 tonnes of explosives near the Russian embassy in Kabul.",0
CON1990508,2018 February,8,Strategic development,Military Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Herat,Gulran,0,Gulran,35.1055,61.6873,2,BBC Monitoring; Afghan Islamic Press News Agency,National,"Weapons Seizure: On February 6th, Afghan security forces seized a vehicle laden with 360kg of explosive material in the Bagh-e Kohna area of Golran district, Herat province.",0
CON1990516,2018 February,8,Strategic development,Police Forces of Afghanistan (2004-),0,Unidentified Armed Group (Afghanistan),0,3,13,Southern Asia,Afghanistan,Kapisa,Tagab,0,Tagab,34.855,69.6492,2,Xinhua General News Service,International,"Defusal: On February 11th, police seized an explosive-laden car and arrested the unidentified militant driver in Tagab district of Kapisa province. The car's target was allegedly local government facilities.",0
CON1990515,2018 February,8,Strategic development,Taliban,0,0,0,0,20,Southern Asia,Afghanistan,Farah,Anar Dara,0,Anar Dara,32.7587,61.654,2,Khaama Press,Subnational,"Detonation: On February 11th, at least 4 Taliban militants were killed when the explosive-lader vehicle they were driving exploded prematurely in Dand Jal village of Anar Dara district, Farah province.",4
CON1990517,2018 February,8,Strategic development,Police Forces of Afghanistan (2004-) National Directorate of Security,0,0,0,0,10,Southern Asia,Afghanistan,Nangarhar,Surkh Rod,0,Sultanpur,34.412,70.2963,2,Khaama Press,Subnational,"Defusal: On February 12th, NDS police personnel discovered and defused an explosive-laden car built by Haqqani Network militants in the Dami Ghondi area of Surkh Rod district, Nangarhar province. The car bomb's target was allegedly in Jalalabad city.",0
CON1990522,2018 February,8,Strategic development,Unidentified Armed Group (Afghanistan),0,Police Forces of Afghanistan (2004-),0,1,13,Southern Asia,Afghanistan,Ghazni,Nawa,0,Nawa,32.3278,67.8886,2,BBC Monitoring; Helmand Local Radio,Local,"Defusal: As reported on February 14, Afghan police seized an explosive-laden motorcycle and arrested its driver in Nawa district, Ghazni province. The bomber was allegedly headed to Lashkargah city to detonate.",0
CON1990526,2018 February,8,Strategic development,Police Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Nangarhar,Khogyani,0,Kaga,34.2409,70.1827,2,Pajhwok Afghan News English,National,"Property Destruction: On February 18th, Afghan Counter Narcotics Police destroyed three Taliban-controlled drug factories and arrested three Taliban militants during raids in the Nawkarkhel area of Khogyani district, Nangarhar province.",0
CON1990525,2018 February,8,Strategic development,Police Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Nangarhar,Jalalabad,0,Jalalabad,34.4265,70.4515,1,Associated Press International,International,"Defusal: On February 20th, Afghan police defused a bomb found planted near a hotel in Jalalabad city, Nangarhar. Earlier in the day, a bomb exploded in a room of the same hotel, killing 3 people (coded in separate event).",0
CON1990530,2018 February,8,Strategic development,Military Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Kapisa,Tagab,0,Tagab,34.855,69.6492,2,Bakhtar News Agency,National,"Defusal: On February 22nd, Afghan security forces seized and detonated six motorcycles packed with explosives during an operation in the Badarab area of Tagab district, Kapisa province.",0
CON1990532,2018 February,8,Strategic development,Military Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Nangarhar,Jalalabad,0,Jalalabad,34.4265,70.4515,1,Bakhtar News Agency,National,"Property Destruction: On February 25th, Afghan security forces destroyed two Taliban-owned narcotic factories in the south of Jalalabad city, Nangarhar province.",0
CON1990533,2018 February,8,Strategic development,Taliban,0,0,0,0,20,Southern Asia,Afghanistan,Badghis,Qala i Naw,0,Qala i Naw,34.9874,63.1289,1,Bakhtar News Agency,National,"Property Destruction: On February 26th, Taliban militants threw a grenade inside the campus of the National Radio Television (NRT) directorate, Qala I Naw city. The grenade exploded, damaging some property, but no casualties were reported.",0
CON1990535,2018 February,8,Strategic development,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Helmand,Nahri Saraj,0,Mir Mandaw,31.8739,64.7334,1,Pajhwok Afghan News English,National,"Weapons Seizure: On February 27th, four vehicles, an ammunitions depot, and a bomb depot belonging to the Taliban were destroyed during a raid by Afghan security forces in the Mir Mandaw area of Nahri Saraj district, Helmand province. Several Taliban militants were also arrested, including a German national.",0
CON1990538,2018 March,8,Strategic development,Unidentified Armed Group (Afghanistan),0,0,0,0,30,Southern Asia,Afghanistan,Nangarhar,Hisarak,0,Chahar Tut,34.2778,69.7995,1,Khaama Press,Subnational,"Detonation: On March 1st, 2 unidentified militants were killed, and 2 more injured, when an IED they were handling exploded prematurely in the Chahartut area of Hisarak district, Nangarhar province.",2
CON1990540,2018 March,8,Strategic development,Taliban (Mullah Mansour Group),0,0,0,0,20,Southern Asia,Afghanistan,Kabul,Kabul,0,Kabul,34.5167,69.1833,1,Pajhwok Afghan News English,National,"Formation of Armed Group: As reported on March 3rd, leaflets found in several districts of Nangarhar province including Khogyani, Pachir Wa Agam, and Chaparhar, stated that a new splinter group of the Taliban has been created, named after former Taliban commander Mullah Akhtar Mansour (Mullah Mansour Group) who was killed in a drone strike on May 21st 2016. The leaflets criticized the incumbent leaders, and mentioned the new group was in talks with several Taliban leaders across Afghanistan.",0
CON1990547,2018 March,8,Strategic development,Taliban,0,0,0,0,20,Southern Asia,Afghanistan,Jowzjan,Mingajik,0,Mingajik,37.0279,66.1282,2,Xinhua General News Service,International,"Detonation: On March 4th, 4 Taliban militants were killed when an IED they were planting exploded prematurely in Mingajik district of Jowzjan province.",4
CON1990551,2018 March,8,Strategic development,Police Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Khost,Nadir Shah Kot,0,Nadir Shah Kot,33.3066,69.6938,2,Pajhwok Afghan News English,National,"Defusal: On March 5th, Afghan police personnel seized and defused an explosive-laden Humvee, belonging to suspected Taliban militants, in Nadir Shah Kot district of Khost province. Its intended targets were supposedly nearby government buildings.",0
CON1990548,2018 March,8,Strategic development,Military Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Wardak,Jalrez,0,Ismail Khel,34.4635,68.7171,2,Khaama Press,Subnational,"Defusal: On March 6th, Afghan security forces seized and defused an explosives-laden Humvee belonging to Taliban militants in the Zani Khel area of Jalrez district, Wardak.",0
CON1990553,2018 March,8,Strategic development,Military Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Khost,Khost,0,Khost,33.3395,69.9204,3,Bakhtar News Agency,National,"Weapons Seizure: As reported on March 7th, a very large shipment of explosives belonging to Haqqani Network militants was intercepted and seized by Afghan security forces in Khost province.",0
CON1990555,2018 March,8,Strategic development,Military Forces of Afghanistan (2004-),0,Unidentified Armed Group (Afghanistan),0,3,13,Southern Asia,Afghanistan,Nangarhar,Mohmand Dara,0,Mohmand Dara,34.2553,70.8657,2,Bakhtar News Agency,National,"Defusal: As reported on March 8th, a suicide bomber was arrested, and his vest defused, during an Afghan military operation in Mohmand Dara district of Nangahar province.",0
CON1990562,2018 March,8,Strategic development,Military Forces of Afghanistan (2004-),0,Unidentified Armed Group (Afghanistan),0,3,13,Southern Asia,Afghanistan,Khost,Musa Khel,0,Zorkot,33.5414,69.7344,1,Khaama Press,Subnational,"Defusal: As reported on March 14th, Afghan military forces seized and defused two explosive-laded vehicles and arrested 6 militants in the Zorkot area of Musa Khel district, Khost. The vehicles were allegedly to be used for coordinated attacks in the province.",0
CON1989806,2018 March,8,Strategic development,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Khost,Musa Khel,0,Zorkot,33.5414,69.7344,1,Afghan Ministry of Defense,National,"Defusals: On March 13th, Afghan forces defused 2 explosive packed cars as a result of a clearing operation in Zorkot area, Musa Khel district of Khost province.",0
CON1990571,2018 March,8,Strategic development,Military Forces of Afghanistan (2004-),0,Unidentified Armed Group (Afghanistan),0,3,13,Southern Asia,Afghanistan,Nangarhar,Rodat,0,Rodat,34.272,70.5679,2,Pajhwok Afghan News English,National,"Defusal: On March 22nd, Afghan military forces detained and defused an explosive-laden vehicle driven by an unidentified militant in the Rodat district of Nangarhar. The vehicle's target was allegedly a market in Jalalabad.",0
CON1990572,2018 March,8,Strategic development,Taliban,0,0,0,0,20,Southern Asia,Afghanistan,Faryab,Pashtun Kot,0,Sar-e Howz,35.591,64.7767,1,Xinhua General News Service,International,"Detonation: On March 23rd, 10 Taliban militants were killed, and 4 injured, when an IED they were building detonated prematurely in Sar-e Howz village of Pashtun Kot district, Faryab.",10
CON1990578,2018 March,8,Strategic development,Taliban,0,0,0,0,20,Southern Asia,Afghanistan,Farah,Farah,0,Farah,32.3745,62.1164,3,Pajhwok Afghan News English,National,"Property Destruction: On March 25th, Taliban militants set fire to a mobile phone tower in Farah province, disrupting telecom services.",0
CON1990575,2018 March,8,Strategic development,Taliban,0,0,0,0,20,Southern Asia,Afghanistan,Nangarhar,Sherzad,0,Sherzad,34.25,70.01,2,Bakhtar News Agency,National,"Detonation: As reported on March 26th, a Taliban militant was killed, and another injured, after a mine detonated while they were planting it in Sherzad district of Nangarhar.",1
CON1990579,2018 March,8,Strategic development,Military Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Kabul,Kabul,0,Kabul,34.5167,69.1833,1,Khaama Press,Subnational,"Defusal: As reported on March 30th, Afghan security forces discovered and defused an IED attached to an oil tanker in Kabul city. No group claimed responsibility.",0
CON1990586,2018 April,8,Strategic development,Taliban,0,0,0,0,20,Southern Asia,Afghanistan,Zabul,Shah Joy,0,Shah Joy,32.5215,67.4132,2,Pajhwok Afghan News English,National,"Detonation: On April 1st, 5 Taliban militants were killed when the bomb they were planting on a bridge in Shah Joy district, Zabul, detonated prematurely.",5
CON1990593,2018 April,8,Strategic development,Police Forces of Afghanistan (2004-) National Directorate of Security,0,0,0,0,10,Southern Asia,Afghanistan,Helmand,Lashkargah,0,Lashkargah,31.5938,64.3716,1,Khaama Press,Subnational,"Defusal: As reported on April 4th, Afghan NDS personnel found and defused a motorcycle bomb found parked in the Money Exchangers Market, Lashkargah city.",0
CON1990594,2018 April,8,Strategic development,Taliban,0,0,0,0,20,Southern Asia,Afghanistan,Laghman,Mehtar Lam,0,Mehtar Lam,34.6714,70.2094,3,Khaama Press,Subnational,"Detonation: As reported on April 4th, a local Taliban leader and another militant were killed when an IED they were planting exploded prematurely in Laghman province.",2
CON1990590,2018 April,8,Strategic development,Unidentified Armed Group (Afghanistan),0,Police Forces of Afghanistan (2004-),0,1,13,Southern Asia,Afghanistan,Sar-e Pol,Sar-e Pol,0,Sar-e Pol,36.2154,65.9325,3,BBC Monitoring; National Afghanistan TV,National,"Agreement: As reported on April 5th, recently 45 unidentified militants surrendered their arms in Sar-e Pul province.",0
CON1990600,2018 April,8,Strategic development,Taliban,0,0,0,0,20,Southern Asia,Afghanistan,Urozgan,Chora,0,Chora,32.8472,66.05,2,BBC Monitoring; Paiwastoon Ghag,Subnational,"Non-Violent Activity: As reported on April 7th, Taliban militants closed the road in Chora district between it and Tarinkot city, stopping food and water from entering the district.",0
CON1990601,2018 April,8,Strategic development,Unidentified Armed Group (Afghanistan),0,0,0,0,30,Southern Asia,Afghanistan,Urozgan,Khas Uruzgan,0,Khas Uruzgan,32.9299,66.6891,2,BBC Monitoring; Paiwastoon Ghag,Subnational,"Detonation: As reported on April 7th, 2 unidentified militants were killed, and 3 injured, when a bomb they were planting in Khas Uruzgan district of Urozagan detonated prematurely.",2
CON1990602,2018 April,8,Strategic development,Taliban,0,0,0,0,20,Southern Asia,Afghanistan,Laghman,Alingar,0,Qasabah,34.729,70.2905,1,Khaama Press; Bakhtar News Agency,National,"Detonation: On April 7th, 2 suspected Taliban militants were killed when a motorcycle bomb they were building detonated prematurely in the Qasabah area of Alingar district of Laghman province.",2
CON1990606,2018 April,8,Strategic development,Military Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Helmand,Lashkargah,0,Lashkargah,31.5938,64.3716,3,Bakhtar News Agency,National,"Weapons Seizure: As reported on April 8th, a large weapons and narcotics cache belonging to the Taliban was discovered and seized during an Afghan military operation in Helmand province. In the cache were dozens of heavy and light weapons, 500kg of explosives, and 400kg of narcotics.",0
CON1990607,2018 April,8,Strategic development,Military Forces of Afghanistan (2004-),0,0,0,0,10,Southern Asia,Afghanistan,Kabul,Kabul,0,Kabul,34.5167,69.1833,1,Khaama Press,National,"Defusal: As reported on April 8th, Afghan security forces found and defused ten kgs of explosives along with an artillery shell and other types of explosives in the Ghaibi Baba Township area of Kabul before they could be detonated by an unidentified armed group.",0
CON1990613,2018 April,8,Strategic development,Islamic State (Afghanistan),0,0,0,0,20,Southern Asia,Afghanistan,Kunar,Chapa Dara,0,Chapa Dara,34.949,70.7822,2,Khaama Press,National,"Detonation: On April 11th, 4 Islamic State militants were killed when a bomb they were planting detonated prematurely.",4
